operInstNm,pstTtlNm,pstRegYmd,pstCn
한국청소년활동진흥원,"국립중앙청소년수련원세종시청자미디어센터, 청소년 미디어활동 활성화 업무협약 체결",20250423,"국립중앙청소년수련원세종시청자미디어센터 업무협약 사진 사진한국청소년활동진흥원 제공 국립중앙청소년수련원원장 정철상, 이하 중앙수련원은 세종 시청자미디어센터센터장 서준원, 이하 센터와 함께 지역사회 청소년의 매체 이해력 역량 강화, 청소년활동의 다양성 및 창의성 확대를 위해 4월 22일 업무협약MOU을 체결했다고 밝혔다. 이번 협약은 양 기관이 보유한 인적물적 자원을 상호 공유하고 협력하여, 청소년 대상 미디어 교육, 콘텐츠 제작 체험, 진로 탐색 프로그램 등 실질적이고 지속가능한 청소년 미디어활동을 공동으로 추진하기 위한 목적에서 체결되었다. 협약에 따라 양 기관은 중앙수련원 내부 직원을 위한 미디어 전문교육 지원 청소년 대상 KPOP 숏폼 제작 프로그램 지원 취약계층 청소년 대상 미디어버스 활용 교육 및 디지털 드로잉 등 다양한 사업들을 연계하여 추진할 예정이다. 또한 양 기관은 앞으로 청소년 미디어교육 프로그램 공동 개발 및 운영, 미디어 체험 및 제작활동 지원, 청소년 참여형 콘텐츠 발굴, 지역사회와 연계한 미디어 캠페인 등을 중심으로 청소년 활동을 활성화할 계획이다. 정철상 중앙수련원 원장은 이번 협약을 통해 미디어에 관심 있는 청소년들이 적극적으로 참여하고, 건강한 미디어 시민으로 성장할 수 있는 계기가 되기를 바란다고 말했다."
한국청소년활동진흥원,"한국청소년활동진흥원, 국가인적자원개발컨소시엄 청소년 탐험활동 지도 과정 성료",20250423,"2025년 국가인적자원개발컨소시엄 청소년 탐험활동 지도 과정 운영 사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 지난 4월 1일부터 4일까지 3박 4일간 청소년 탐험활동 지도 과정 교육을 국립평창청소년수련원원장 이일현 일대에서 성공적으로 실시했다고 밝혔다. 이번 교육은 국가인적자원개발컨소시엄 사업의 일환으로, 국제청소년성취포상제이하 포상제 탐험활동을 운영하는 실무자들의 전문 역량 강화를 위해 기획되었다. 교육에는 전국에서 포상제 탐험활동 운영 담당자 16명이 참여했다. 참가자들은 포상제 운영기준 및 규정 이해 탐험활동 기획실행 기준 숙지 캠핑 장비 사용법과 야영식 만들기 실습 탐험 코스 탐방 등 실제 활동 현장에서 활용 가능한 체계적인 교육을 이수했다. 특히, 교육 마지막 날에는 수련원 인근 지역을 탐방하며 활동 장소 및 도구 선정법을 실습함으로써 현장 적용력을 높였다. 교육에 참여한 한 지도자는 향후 우리 지역에서 청소년 탐험활동 코스를 설계하는 데 꼭 필요한 기초 지식과 노하우를 습득할 수 있어 매우 유익한 시간이었다고 소감을 밝혔다. 한편, 진흥원은 본 교육과정의 성과 확산과 지역 연계를 위해 참가자 소속 기관 중 희망 기관 3곳을 선정해, 전문 강사진이 해당 기관의 탐험 코스 설계에 직접 참여할 예정이다. 이와 함께 탐험활동의 구체화 및 실행을 위한 후속 자문 및 자료 제공 등 추가 지원도 이어갈 계획이다."
한국청소년활동진흥원,"국립청소년생태센터, 2025년 청소년운영위원회 발대식 개최",20250423,"국립청소년생태센터에서 2025년 청소년운영위원회 발대식을 진행하고 있다. 사진 국립청소년생태센터 제공 한국청소년활동진흥원이사장 손연기이 운영하는 국립청소년생태센터원장 오재법, 이하 생태센터는 지난 4월 19일, 2025년 청소년운영위원회 발대식을 개최했다. 청소년운영위원회이하 청운위는 청소년활동 진흥법 제4조에 따라 청소년활동 프로그램과 시설 운영에 대한 청소년의 의견을 수렴하고 반영하기 위해 조직된 청소년 자치 기구다. 생태센터는 청소년 참여문화 확산과 주도적 생태 활동 활성화를 목표로 총 12명의 위원을 위촉했다. 발대식은 온오프라인 병행 방식으로 진행되었으며, 원장 환영사 위촉장 수여 위원장 선출 연간 활동 계획 안내 센터 소개 및 시설 라운딩 등의 순으로 이어졌다. 위촉된 위원들은 이번 발대식을 통해 생태센터의 운영 방향을 이해하고, 향후 활동에 대한 비전을 공유했다. 앞으로 정기회의, 프로그램 모니터링, 홍보활동 등을 통해 주요 시설 및 프로그램에 대한 청소년 시각의 개선 의견을 제시하고, 발전과제를 도출해 나갈 예정이다. 생태센터 오재법 원장은 청운위 활동을 통해 청소년이 직접 참여하고 주도하는 활동이 활성화되기를 바라며, 청소년의 의견을 존중하고 반영하는 생태센터로 거듭날 수 있도록 적극 지원하겠다고 밝혔다."
한국청소년활동진흥원,"국립청소년바이오생명센터, 2025년 새만금 에코에듀 청소년 환경교육 운영",20250423,"새만금 에코에듀 청소년 환경교육에 참여하는 청소년들제공국립청소년바이오생명센터 한국청소년활동진흥원이사장 손연기, 이하 진흥원이 운영하는 국립청소년바이오생명센터원장 김성학, 이하 바이오생명센터는 청소년의 환경 리더십을 함양하고 지속 가능한 실천 문화를 조성하기 위해 2025년새만금 에코에듀 청소년 환경교육 프로그램을 본격 운영한다고 밝혔다. 이번 프로그램 바이오생명센터가 주관하고, 전북지방환경청과 SK CC가 협력하여 전북특별자치도 내 중학교 학급 및 동아리를 대상으로 연중 운영된다. 새만금 에코에듀는 청소년들이 환경 문제를 깊이 이해하고 주체적으로 실천할 수 있도록 구성된 연간 프로젝트형 환경교육 프로그램이다. 본 프로그램은 세 가지 주요 활동으로 구성된다. 첫째, 학교로 찾아가는 체험형 환경교육을 통해 청소년들은 미세먼지, 기후변화, 생물다양성 등 다양한 환경 이슈를 주제로 생태적 감수성과 문제 해결 능력을 강화한다.둘째, 모바일 앱 행가래를 활용한 환경 실천 챌린지가 운영된다. 참가자들은 투명 PET 분리배출, 플로깅, 대중교통 이용 등 친환경 생활 습관을 실천하면서 연간 5tCO 이상의 탄소 저감을 목표로 한다. 이는 약 8,100그루의 나무를 심는 것과 유사한 환경적 효과를 기대할 수 있다.셋째, 오는 8월부터 9월까지 진행되는 1박2일 숙박형 환경캠프에서는 환경골든벨 대회, 새만금 환경생태단지 견학, 포스터 제작 활동 등을 통해 청소년들의 참여를 이끌고, 연간 활동 사례를 공유하며 실천 의지를 다지게 된다. 이와 함께 환경부장관상, 전북지방환경청장상, 진흥원 이사장상 등 다양한 포상이 수여될 예정이다. 참가자가 개별 탄소 절감 목표3tCO를 달성할 경우 기업 후원을 통해 지역사회 취약계층 청소년을 지원하는 기부 활동도 함께 이루어진다. 현재 추가 모집이 진행 중이며, 참가를 희망하는 전북특별자치도 내 중학교 학급 및 동아리는 바이오생명센터 누리집을 통해 신청할 수 있다. 선정 결과는 개별 안내되며, 관련 문의는 바이오생명센터 생명활동부0635405661"
한국청소년활동진흥원,"국립중앙청소년수련원, 지역아동센터 현장교사 대상 느린학습자 활동 컨설팅 운영",20250423,"지역아동센터 느린학습자 현장교사들이 프로그램에 참여하고 있다. 사진국립중앙청소년수련원 제공 한국청소년활동진흥원이사장 손연기이 운영하는 국립중앙청소년수련원원장 정철상, 이하 중앙수련원은 느린학습자 청소년의 특성에 맞는 활동 기획을 지원하기 위해 지역아동센터 현장교사 대상 2025년 느린학습자 활동 컨설팅을 운영한다고 밝혔다. 이번 컨설팅은 느린학습자에 대한 이해를 높이고, 이들의 특성을 반영한 실제 적용 가능한 프로그램 기획 역량을 강화하는 데 목적이 있다. 교육은 전국 단위와 지역 단위로 나뉘어 병행 운영된다. 전국 단위 과정은 전국지역아동센터지원단협의회와 협력하여 신규 현장교사를 대상으로 진행되며, 느린학습자 인지 이해 사회성 발달 지원을 중심으로, 느린학습자의 발달과정에 대한 기초 이론과 현장 적용 중심의 프로그램 교육으로 구성된다. 지역 단위 과정은 충북충남대전대구 지역의 지역아동센터 지원단과 연계하여, 소속 현장교사들을 위한 맞춤형 온오프라인 컨설팅으로 운영된다. 교육 내용은 느린학습자의 진로 탐색과 사회성 향상에 중점을 두고 팀빌딩 활동 오호물병 만들기 장점마켓 등 현장에서 바로 활용 가능한 콘텐츠 중심으로 구성된다. 중앙수련원 정철상 원장은 교사 한 명이 성장하면, 그와 함께하는 수많은 아이들도 함께 성장할 수 있다며, 이번 컨설팅을 통해 느린학습자를 이해하고 함께 성장하는 교사들이 전국적으로 확대되기를 기대한다고 말했다. 중앙수련원은 앞으로도 지역아동센터 지원단과의 협력을 강화하여 느린학습자 맞춤형 프로그램의 전국적 확산과 현장교사의 역량 강화에 지속적으로 힘쓸 예정이다."
한국청소년활동진흥원,"한국청소년활동진흥원, 2024년 공공기관 고객만족도 조사 최고 등급 우수기관에 선정",20250416,"한국청소년활동진흥원 CI 사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 기획재정부가 주관한 2024년 공공기관 고객만족도 조사에서 최고 등급을 받으며 우수기관으로 선정됐다고 밝혔다. 이번 평가는 국민에게 제공되는 공공서비스의 품질 향상과 고객 중심 운영 실현을 목적으로 진행되었으며, 총 182개 공공기관이 참여한 이번 조사에서 진흥원은 93.2점을 획득했으며, 목표치 대비 모든 평가 대상사업에서 만족S를 달성했다. 진흥원은 2024년 청소년 중심의 맞춤형 서비스 제공, 온라인 기반 정보접근성 확대, 고객 의견 반영 시스템 운영, 전사적 CS교육 강화 등을 통해 전반적인 서비스 품질을 높인 점에서 높은 평가를 받았다. 손연기 진흥원 이사장은 이번 고객만족도 우수기관 선정은 임직원 모두가 청소년과 국민의 목소리에 귀 기울이며 더 나은 서비스를 만들기 위해 함께 노력한 결과라며, 앞으로도 고객의 기대를 뛰어넘는 청소년 활동 서비스를 실현할 수 있도록 최선을 다하겠다고 밝혔다. 진흥원은 이번 우수등급 달성을 시작으로 공공서비스 제공 기관으로서의 책임을 강화하고, 고객 소통을 기반으로 한 청소년중심 서비스 운영 체계를 지속 확대해 나갈 예정이다."
한국청소년활동진흥원,"한국청소년활동진흥원, 2025년 청소년지도사 보수교육 운영",20250416,"청소년지도사 보수교육에 참여한 청소년지도사들이 국립중앙청소년수련원 야영장 내 청소년지도사 힐링존에 참여하고 있다. 사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 청소년지도사의 역량 강화와 심신 회복을 지원하기 위해 다양한 보수교육 과정을 운영하고 있다고 밝혔다. 지난 4월 10일목부터 국립중앙청소년수련원충남 천안시 소재에서 1박 2일간 대면 교육이 진행되었으며, 교육 참여자들의 현장 실무역량 강화를 중점적으로 지원했다. 청소년지도사 보수교육은 청소년지도사의 전문성과 교육 역량을 지속적으로 향상하기 위한 법정 의무 교육으로, 자격 취득 후 2년마다 1회 이상 이수해야 한다. 진흥원은 이를 위해 시대 변화와 현장 수요를 반영한 다양한 교육과정을 매년 기획운영하고 있다. 특히 이번 교육에서는 청소년지도사 힐링존이 처음으로 시범 운영되어 주목을 받았다. 수련원 내 야영장을 활용한 힐링존은 감성 피크닉 먹거리 체험 음악 공연 포토존 등으로 구성되어, 지도사들에게 쉼과 회복의 공간은 물론 자연스러운 동료 교류의 기회도 제공했다. 참가자들은 교육뿐 아니라 마음을 내려놓고 돌아보는 특별한 시간이 되어 의미 있었다고 소감을 전했으며, 진흥원은 향후 쉼을 반영한 오프라인 교육 요소를 확대 적용할 계획이다. 아울러, 정책 수행 역량 제고와 실무 연계를 위한 기관방문형 보수교육도 올해 6월부터 본격 운영된다. 해당 과정은 미래환경 교육 문화공간 기획 디지털역량 향상, 역사활동 기획 금융경제 교육 등 청소년활동 현장과 밀접한 5개 주제를 중심으로 구성되며, 각 분야 전문기관을 직접 방문하여 실무 중심 교육을 실시할 예정이다. 신규 과정 신청은 청소년지도사 종합정보시스템www.youth.go.kryworker을 통해 온라인으로 가능하다. 진흥원 손연기 이사장은 청소년지도사의 역량 강화은 곧 청소년활동의 질을 높이는 핵심 기반이라며, 앞으로도 현장성, 전문성, 그리고 지도사의 웰빙을 함께 고려한 보수교육을 지속 확대해 나가겠다고 밝혔다."
한국청소년활동진흥원,"국립청소년생태센터, 부산광역시 학교밖청소년지원센터와 업무협약 체결",20250416,"국립청소년생태센터와 부산광역시 학교밖청소년지원센터가 업무협약을 체결하고 있다. 사진 국립청소년생태센터 제공 한국청소년활동진흥원이사장 손연기에서 운영하는 국립청소년생태센터원장 오재법, 이하 생태센터는 부산광역시 학교밖청소년지원센터센터장 백진영, 이하 학교밖청소년지원센터와 지난 14일 부산 지역 학교 밖 청소년들의 균형 성장 지원 및 생태환경 교육 활성화를 위한 업무협약을 체결했다고 밝혔다. 협약식에는 생태센터 오재법 원장과 학교밖청소년지원센터 백진영 센터장을 비롯한 관계자 10명이 참석하여, 이번 협약의 중요성과 향후 협력 계획에 대해 논의했다. 협약의 주요 내용은 학교 밖 청소년의 균형 성장과 생태환경 교육 활성화를 위한 교육 프로그램 개발 및 운영 각 기관의 청소년 관련 사업 및 행사 운영 시 상호 협력 등이다. 또한, 학교 밖 청소년 교육 프로그램 내실화를 위한 정보 교류와 부산 16개 구군 학교밖청소년지원센터와의 연계협력도 추진될 예정이다. 이번 협약을 통해 양 기관은 부산 지역 학교 밖 청소년들의 역량 증진과 생태환경 체험활동 지원을 위해 EcoChallenge 사업을 연계하여 운영할 계획이다. EcoChallenge 사업은 청소년들이 자발적으로 목표를 설정하고 도전하여 성취하는 과정을 통해 성장할 수 있도록 돕는 프로그램으로, 생태체험 지원형과 생태체험 확장형 두 가지 유형으로 구성된다. 주요 활동으로는 을숙 쑥쑥 탐조대을숙도 서식 조류 탐조동아리, 을숙 속속 프로젝트을숙도 환경 쟁점 프로젝트형 활동, Eco Academy전문교과목 연계 진로체험활동, 빌려쓰는 지구! 생태 Ecotourism국내외 생태관광지역 여행 및 환경 탐구 활동 등이 포함된다. 생태센터 오재법 원장은 이번 협약을 통해 생태센터와 학교밖청소년지원센터의 전문성을 바탕으로 EcoChallenge 사업을 확대해 나갈 것이라며, 청소년들이 생태체험과 생태탐구를 통해 자발적으로 목표를 설정하고 도전하는 경험을 통해 성취하고 성장할 수 있도록 다양한 활동을 지속적으로 펼쳐 나가겠다. 고 밝혔"
한국청소년활동진흥원,"한국청소년활동진흥원, 규제개선을 통한 학교단체 수련활동 활성화 지원",20250414,"? 청소년들이 모듈형 사업 운영기관인 국립청소년해양센터의 인증수련활동에 참여하고 있다. 사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 2025년 청소년수련활동인증제 모듈형 시범운영 사업을 4월부터 본격 추진한다고 밝혔다. 이번 사업은 인증받은 학교단체 수련활동의 내용을 다양한 개별단위 인증프로그램으로 대체구성할 수 있도록 개선한 것으로, 운영기관의 자율성과 유연성은 물론, 학교의 프로그램 선택권을 확대하고, 청소년에게는 더 풍부하고 주체적인 활동 경험을 제공하기 위해 마련됐다. 기존 학교단체 숙박형 인증수련활동의 경우, 한 번 인증을 받으면 활동 내용의 50 이상을 변경할 수 없도록 제한되어 학교와 청소년의 선택권에 제약이 있었다. 이번 시범사업은 이러한 한계점을 개선하고, 현장의 수요에 부응할 계획이다. 진흥원은 본 사업을 통해 제도의 효율성을 높이는 동시에, 기관별 맞춤형 운영과 청소년의 다양한 선택권 보장을 통해 현장 중심의 제도 운영 정착을 기대하고 있다. 이번 모듈형 시범사업은 25년 4월 현재, 43개 운영기관에서 인증받은 281개 학교단체 수련활동을 대상으로 시행되며, 향후 그 성과를 바탕으로 전국 모든 운영기관으로 확대할 예정이다. 진흥원 손연기 이사장은 청소년수련활동인증제 모듈형 시범운영 사업은 청소년의 다양성과 현장의 운영 편의성을 동시에 고려한 진일보한 제도 혁신이라며, 앞으로도 청소년이 안전하고 유익한 활동에 참여할 수 있도록 적극적인 제도 개선을 지속해 나가겠다고 말했다."
한국청소년활동진흥원,"국립중앙청소년수련원, 2025년도 충청남도 통일 공감대 조성사업 선정",20250414,"국립중앙청소년수련원 청소년 통일 활동 운영 사진 사진국립중앙청소년수련원 제공 한국청소년활동진흥원이사장 손연기이 운영하는 국립중앙청소년수련원원장 정철상, 이하 중앙수련원은 2025년도 충청남도 통일 공감대 조성사업에 최종 선정됐다고 밝혔다. 본 사업은 충남도청이 지역사회의 통일 필요성에 대한 공감대 형성과 미래세대 통일 인식 제고를 위해 추진하는 공모사업이다. 중앙수련원은 이번 사업을 통해 광복 80주년을 기념하여, 독립운동의 역사와 통일의 미래를 연결하는 청소년활동 프로그램을 기획하고, 이를 농산어촌, 다문화 청소년을 중심으로 지원할 예정이다. 중앙수련원 정철상 원장은 이번 사업을 계기로 청소년들이 통일에 대한 긍정적 인식을 확산하고 새로운 미래를 준비할 수 있도록 최선을 다하겠다고 밝혔다."
한국청소년활동진흥원,"한국청소년활동진흥원, 대국민 소통공감을 위한 KYWA 만화인스타툰 선보인다",20250414,"를 활용한 만화인스타툰 이미지 기관 캐릭터키우미 이루미를 활용한 만화인스타툰 이미지 사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 10일 내외부 이해관계자를 대상으로 기관의 가치체계를 공유하고 보다 친근하게 메시지를 전달하기 위해 캐릭터키우미, 이루미를 활용한 KYWA 만화인스타툰을 개발했다고 밝혔다. 이번에 새롭게 선보인 만화는 기관 공식 인스타그램httpswww.instagram.comkywayouthwork에서 만나볼 수 있으며, 우리가 일상 속에서 느낄 수 있는 이야기들을 통해 공감대를 형성하는 것을 목표로, 매주 23회 정기 연재될 예정이다. 이와 함께 진흥원은 인기 콘텐츠 형식인 릴스를 활용해 주요 사업과 소식을 접목한 패러디 영상을 선보이는 등, 공식 인스타그램을 중심으로 다양한 홍보 활동을 전개하며 국민과의 친밀도를 더욱 높일 예정이다. 진흥원 손연기 이사장은 소셜 미디어를 통한 온라인 소통이 점차 확대되고 있는 만큼, 홍보 패러다임에도 많은 변화가 일고 있다며 이번 KYWA 만화가 국민과 적극적으로 소통하고 기관 브랜드 인지도를 올릴 수 있는 계기가 되길 바란다고 말했다."
한국청소년활동진흥원,"한국청소년활동진흥원 손연기 이사장, 기관 가치체계 공유 및 소통의 장 마련",20250414,"지난 10일 순천향대학교 향설열린강좌에서 한국청소년활동진흥원 손연기 이사장이 특별 강의를 진행하고 있다. 사진한국청소년활동진흥원 제공 한국청소년활동진흥원 손연기 이사장이 10일 오후 순천향대학교와 선문대학교충남 아산시 학생들을 포함한 충남지역민 400여 명을 대상으로 기관의 가치체계를 공유하고 인공지능AI 시대 대비 전략 강의를 펼쳤다. 손연기 이사장은 참석자들에게 청소년활동 참여 110만명 달성 고객만족도 최고등급 달성 청소년활동 중대시민재해 Zero 유지 ESG 이행지수 최고등급 달성 등의 4대 경영목표의 수립 과정과 기관 사업과의 연계성에 대해 논의하고 참석자들과 직접 대화하는 시간을 가졌다. 주요 강의 내용으로는 지능정보기술인공지능으로 구현되는 지능과 사물인터넷, 클라우드컴퓨팅, 빅데이터, 모바일ICBM에 기반한 정보가 결합한 기술, 4차 산업혁명, 현재 인공지능이 적용되고 있는 다양한 분야와 인공지능과 함께 공존하기 위한 방법 등을 소개하며, 미래를 대비하기 위해서는 변화에 대응하는 자세를 갖추고 주도적인 삶을 살아야 한다고 강조했다. 손연기 이사장은 4차 산업혁명의 참 주역은 머리가 비상한 지능적인 사람이 아니라 인성을 갖춘 인문학적 지성을 갖춘 사람이라며 인간과 사물, 인간과 로봇, 인공지능시스템 등을 조정하고 조율하는 균형 잡힌 통찰력이 필요하다고 미래 인재상의 비전을 제시했다. 강의를 수강한 장00 씨는 인간만이 할 수 있는 전문성과 기초 역량을 키워 인공지능을 잘 쓰는 것이 경쟁력을 갖추는 길 이라는 생각이 들었다며 새로운 시대를 바라보는 시야가 넓어졌다고 강의 소감을 밝혔다. 한국청소년활동진흥원은 청소년의 균형 있는 성장에 필요한 활동을 종합적으로 지원하는 여성가족부 산하 공공기관으로, 청소년의 다양하고 창의적인 체험활동 활성화, 청소년수련시설의 위탁 운영 및 청소년지도자의 양성교육교류, 청소년자원봉사활동 및 국내외 청소년 교류활동의 진흥, 청소년활동 프로그램의 개발보급평가 및 시범운영, 청소년수련시설 종합 안전위생점검 지원 및 안전 관련 "
한국청소년활동진흥원,"한국청소년활동진흥원 임직원, 영남 지역영덕군 산불 피해 복구를 위한 성금 1천만원 기부",20250410,"국립청소년해양센터에서 사회공헌기금 성금 전달식을 진행하고 있다. 사진한국청소년활동진흥원 제공 여성가족부 산하 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 소관 국립청소년해양센터영덕군 소재를 이재민 임시거주 시설로 지원한 데 이어, 지난 8일 특별재난지역으로 지정된 영덕군에 성금 1천만 원을 기부했다고 밝혔다. 기부금은 진흥원과 소관 국립청소년시설 7개소의 임직원들이 자발적으로 참여해 마련되었으며, 재영덕복지재단을 통해 피해 복구에 사용될 예정이다. 국립청소년시설 국립중앙청소년수련원충남 천안시, 국립평창청소년수련원강원 평창군, 국립청소년우주센터전남 고흥군, 국립청소년바이오생명센터전북 김제시, 국립청소년해양센터경북 영덕군, 국립청소년미래환경센터경북 봉화군, 국립청소년생태센터부산 사하구 진흥원은 최근에도 다양한 자연재해 피해 복구 활동을 펼쳐 왔다. 대표적인 활동으로는 2023년 2월 튀르키예 대지진 피해 구호물품 지원, 2023년 7월 수해 피해 지역민 긴급대피 지원 및 2023년 8월 경북 봉화 수해 이재민 성금 기부 등이 있으며, 이 외에도 전국 7개 국립청소년시설에서 지역사회를 대상으로 크고 작은 사회공헌활동을 전개하고 있다. 이번 성금은 산불 피해 지역의 긴급구호 생필품 제공, 임시 대피소 운영, 이재민 일상 회복 지원 등에 사용될 예정이며, 피해 지역 이재민들에게 실질적이고 시급한 도움을 제공하기 위해 신속히 지원될 계획이다. 진흥원 오경태 직원은 산불 피해 지역인 영덕군이 다시 일어설 수 있도록 조금이라도 힘이 되길 바라며, 동료들과 함께 할 수 있어 매우 뜻깊다며 소감을 밝혔다. 진흥원 손연기 이사장은 진흥원은 앞으로도 자연재해 피해 지역에 대한 지속적인 관심을 기울이고, 이재민 지원을 위한 다양한 방안을 모색할 것이라고 전했다. 진흥원은 청소년의 건강한 성장을 지원하는 기관으로 자체 사회공헌 브랜드인 꿈을 KYWA를 통해 청소년과 지역사회를 위한 다양한 프로그램을 운영할 계획이며, 앞으로도 사회적 책임을 다하는 공공기관으로서의 역할을 계속 확대할"
한국청소년활동진흥원,"한국청소년활동진흥원, 2024 지역사회공헌인정제최고등급 획득",20241202,"한국청소년활동진흥원은 2024 지역사회공헌인정제에서 최고등급을 획득하여 이에 인증 패를 수여받았다. 사진 한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 보건복지부와 한국사회복지협의회가 공동 주관하는 지역사회공헌 인정제에서 최고 등급인 레벨 5Level 5를 획득했다고 밝혔다. 지역사회공헌 인정제는 비영리단체와 파트너십을 맺고 꾸준한 사회공헌활동을 편친 기관을 발굴하고 그 공로를 인정하는 제도다. 환경, 사회, 지배구조 등 3개 영역의 20개 지표를 심사하여 레벨 1단계부터 5단계까지 다섯 등급을 부여한다. 진흥원은 2021년 최초 인증을 받은 이래로 4년 연속 재인증을 받았으며 지역주민, 비영리단체, 사회적기업 등과의 네트워크를 활용하여 지속적으로 사회공헌 프로그램을 발전시켜 왔다. 특히 진흥원은 청소년 무장애 도시 만들기베리어프리, barrier free 프로젝트, 유네스코 연계 투게더걷기 캠페인, 저소득가정 식료품 및 지역환경정화 등을 펼치며 지역 내 다양한 사회공헌활동을 앞장서 왔다. 진흥원 손연기 이사장은 지역의 민관공이 협력해 지역사회 문제를 발굴해결하고자 노력한 결과라며, 앞으로도 지역사회와 상생하며 ESG 경영을 더욱 강화하겠다라고 밝혔다."
한국청소년활동진흥원,"한국청소년활동진흥원, 청소년박람회 연계 프로그램 경진대회 개최",20250409,"제21회 대한민국청소년박람회 포스터 사진한국청소년활동진흥원 제공 여성가족부와 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 제21회 대한민국청소년박람회이하 박람회와 연계하여 청소년활동 프로그램 경진대회를 개최하고, 4월 4일금부터 5월 6일화까지 참가자를 모집한다고 밝혔다. 이번 대회는 청소년활동 프로그램 개발 문화를 조성하고, 정책 수립 과정에 국민의 참여를 확대하기 위한 목적으로 기획됐으며, 청소년과 지도자 부문으로 나뉘어 진행된다. 청소년정책과 활동에 관심 있는 누구나 참여할 수 있다. 청소년 부문은 만 9세부터 24세 이하 청소년 및 대학교 재학생이 참여할 수 있으며, 지도자 부문은 전국 청소년시설 및 단체의 청소년지도자, 청소년 관련 학과 대학생, 학교 교사 및 학부모 등이 참여할 수 있다. 참가신청은 진흥원 누리집www.kywa.or.kr 내 공지사항 게시판에서 신청서를 내려받아 작성한 뒤, 안내된 이메일로 제출하면 된다. 접수 마감은 5월 6일화 까지다. 제출된 프로그램은 구성의 적절성 창의성 운영의 적합성 등을 기준으로 심사하며, 우수작은 오는 6월 중 박람회 현장에서 발표자료 전시 및 무대 발표를 통해 최종 선정된다. 최종 심사를 통해 여성가족부 장관상 2점대상 1점, 최우수상 1점, 진흥원 이사장상 15점우수상, 장려상, 입선작 포함이 수여될 예정이다. 진흥원 손연기 이사장은 청소년이 스스로 기획하고 제안하는 활동은 진정한 참여 정책의 출발점이라며 이번 경진대회를 통해 청소년 현장의 다양한 아이디어가 발굴되고, 실질적인 정책 모델로 이어지길 기대한다고 말했다. 진흥원은 이번 경진대회를 통해 청소년이 단순한 수혜자를 넘어 주체로 성장할 수 있도록 지원하고, 지역 기반 청소년활동이 정책화될 수 있는 환경을 조성해 나갈 방침이다. 아울러, 정부지자체민간이 함께하는 공공 연계 구조도 확대할 계획이다. 대회에 대한 자세한 내용과 신청 양식은 진흥원 누리집 공지사항에서 확인할 수 있으며, 참가 관련 문의는 박람회 운영사무국T.07042577733으로 "
한국청소년활동진흥원,"국립중앙청소년수련원, 디지털 돌봄체험 사후 온라인 활동 1차 성료",20250407,"청소년들이 사후 온라인 활동을 진행하고 있다. 사진 국립중앙청소년수련원 제공 한국청소년활동진흥원이사장 손연기에서 운영하는 국립중앙청소년수련원원장 정철상, 이하 중앙수련원은 4월 2일 사후 온라인 활동 1차 프로그램을 성공적으로 마무리했다고 밝혔다. 이번 활동은 온오프라인 혼합형으로, 겨울방학12월 동안 진행된 행복공감청소년캠프2박3일, 오프라인에 참가한 초등학생 1,010명을 대상으로 진행됐다. 4월 2일부터 5월 21일까지 진행되는 사후 온라인 활동은 온라인의 장점을 살려 지역과 상황에 구애받지 않고 지속적인 돌봄과 체험 기회를 제공하고자 기획됐다. 1차 프로그램은 오리엔테이션을 시작으로, 디지털 문해력과 디지털 안전을 주제로 한 퀴즈가 진행됐다. 청소년들이 활동에 흥미롭게 참여한 덕분에 디지털 사용에 대한 올바른 인식 개선을 이끌어낼 수 있었다. 이번 온라인 활동은 총 8차시로 구성되어 있으며, 환경, 안전, 성교육, 역사문화 등 다양한 주제를 담은 체험 중심 콘텐츠가 마련된다. 특히 플라스틱 새활용 공예 독립군 이야기 간접 체험 구명조끼 키링 만들기 등 실생활과 연결되는 활동들이 청소년들로부터 큰 기대를 모으고 있다. 중앙수련원 정철상 원장은 온라인이지만 청소년들이 의미 있는 활동을 경험할 수 있도록 각 분야의 전문 기관과 협업하고, 활동 용품을 활용한 체험형 콘텐츠로 구성했다며 앞으로 남은 차시들도 돌봄 공백 해소와 교육 격차 완화를 위해 책임감 있게 운영할 것이라고 밝혔다. 한편, 이번 활동은 중앙수련원을 비롯해 국립청소년미래환경센터, 경기해양안전체험관, 독립기념관, 실학박물관, 한국우편사업진흥원 등 총 6개 기관이 함께하며, 온오프라인 장점을 융합한 청소년 맞춤형 복합돌봄 모델로 주목받고 있다."
